"","name","Model","value"
"1","2020","SVM",11.0967741935484
"2","2020","SVM",11.0967741935484
"3","2020","SVM",11.0967741935484
"4","2020","SVM",11.0967741935484
"5","2020","SVM",11.0967741935484
"6","2020","SVM",11.0967741935484
"7","2020","SVM",11.0967741935484
"8","2020","SVM",11.0967741935484
"9","2020","SVM",11.0967741935484
"10","2020","SVM",10.989247311828
"11","2020","SVM",11.0967741935484
"12","2020","SVM",11.0967741935484
"13","2020","SVM",11.0967741935484
"14","2020","SVM",10.991935483871
"15","2020","SVM",11.0967741935484
"16","2020","SVM",11.0967741935484
"17","2020","SVM",10.991935483871
"18","2020","Random",13.4677419354839
"19","2020","Random",12.2284946236559
"20","2020","Random",12.7795698924731
"21","2020","Random",11.2016129032258
"22","2020","Random",12.497311827957
"23","2020","Random",12.1048387096774
"24","2020","Random",13.4677419354839
"25","2020","Random",13.4677419354839
"26","2020","Random",11.0672043010753
"27","2020","Random",13.4677419354839
"28","2020","Random",13.6344086021505
"29","2020","Random",11.2016129032258
"30","2020","Random",15.4811827956989
"31","2020","Random",13.7715053763441
"32","2020","Random",13.1182795698925
"33","2020","Random",12.2284946236559
"34","2020","Random",12.6478494623656
"35","2019","SVM",5.9742427592306
"36","2019","SVM",5.9742427592306
"37","2019","SVM",5.9742427592306
"38","2019","SVM",5.9742427592306
"39","2019","SVM",5.9742427592306
"40","2019","SVM",5.9742427592306
"41","2019","SVM",5.9742427592306
"42","2019","SVM",5.9742427592306
"43","2019","SVM",5.9742427592306
"44","2019","SVM",5.9742427592306
"45","2019","SVM",5.9742427592306
"46","2019","SVM",5.9742427592306
"47","2019","SVM",5.9742427592306
"48","2019","SVM",5.9742427592306
"49","2019","SVM",5.9742427592306
"50","2019","SVM",5.9742427592306
"51","2019","SVM",5.9742427592306
"52","2019","SVM",5.9742427592306
"53","2019","SVM",5.9742427592306
"54","2019","SVM",5.9975679858501
"55","2019","SVM",6.00497457439752
"56","2019","Random",7.66968826000442
"57","2019","Random",7.43997346893655
"58","2019","Random",5.9742427592306
"59","2019","Random",6.48220207826664
"60","2019","Random",7.09097943842582
"61","2019","Random",4.62204289188592
"62","2019","Random",6.68428034490382
"63","2019","Random",5.70904267079372
"64","2019","Random",6.48220207826664
"65","2019","Random",5.66272385584789
"66","2019","Random",5.9742427592306
"67","2019","Random",9.31118726508954
"68","2019","Random",6.45147026309971
"69","2019","Random",6.826553172673
"70","2019","Random",6.07528189254919
"71","2019","Random",5.99181958876852
"72","2019","Random",5.99745743975238
"73","2019","Random",5.27415432235242
"74","2019","Random",6.52995799248287
"75","2019","Random",4.4805438868008
"76","2019","Random",6.45147026309971
"77","2018","SVM",5.24110953058321
"78","2018","SVM",4.81060760008128
"79","2018","SVM",4.81060760008128
"80","2018","SVM",4.81060760008128
"81","2018","SVM",4.81060760008128
"82","2018","SVM",4.81060760008128
"83","2018","SVM",4.39260312944523
"84","2018","SVM",4.39260312944523
"85","2018","SVM",4.39260312944523
"86","2018","SVM",4.39260312944523
"87","2018","SVM",4.73247307457834
"88","2018","SVM",4.81060760008128
"89","2018","SVM",4.81060760008128
"90","2018","SVM",4.81060760008128
"91","2018","SVM",4.81060760008128
"92","2018","SVM",4.39260312944523
"93","2018","SVM",5.51107498475919
"94","2018","SVM",4.73247307457834
"95","2018","SVM",4.81060760008128
"96","2018","SVM",4.41272099166836
"97","2018","SVM",4.41272099166836
"98","2018","SVM",4.41272099166836
"99","2018","SVM",4.41272099166836
"100","2018","SVM",4.41272099166836
"101","2018","SVM",4.41272099166836
"102","2018","SVM",4.41272099166836
"103","2018","SVM",4.41272099166836
"104","2018","SVM",4.41272099166836
"105","2018","SVM",4.41272099166836
"106","2018","SVM",4.41272099166836
"107","2018","Random",4.10404389351758
"108","2018","Random",7.78104043893518
"109","2018","Random",6.07701686649055
"110","2018","Random",4.10404389351758
"111","2018","Random",6.25502946555578
"112","2018","Random",5.25614712456818
"113","2018","Random",5.34769355821987
"114","2018","Random",5.34769355821987
"115","2018","Random",4.41272099166836
"116","2018","Random",5.09916683600894
"117","2018","Random",4.41272099166836
"118","2018","Random",4.80847388742126
"119","2018","Random",5.13919934972567
"120","2018","Random",5.00914448282869
"121","2018","Random",5.1559642349116
"122","2018","Random",5.77138792928267
"123","2018","Random",4.80847388742126
"124","2018","Random",4.78378378378378
"125","2018","Random",4.81060760008128
"126","2018","Random",4.02590936801463
"127","2018","Random",4.78378378378378
"128","2018","Random",4.81060760008128
"129","2018","Random",4.39260312944523
"130","2018","Random",5.1559642349116
"131","2018","Random",4.02590936801463
"132","2018","Random",5.34769355821987
"133","2018","Random",5.09916683600894
"134","2018","Random",7.12304409672831
"135","2018","Random",4.81060760008128
"136","2018","Random",6.1432635643162
"137","2017","SVM",3.90661511305371
"138","2017","SVM",4.10767420358073
"139","2017","SVM",4.14373371438178
"140","2017","SVM",3.26973186517609
"141","2017","SVM",4.26073800117677
"142","2017","SVM",4.26073800117677
"143","2017","SVM",5.11692023199126
"144","2017","SVM",3.97209380516097
"145","2017","SVM",3.97663276456249
"146","2017","SVM",3.97663276456249
"147","2017","SVM",3.97839791544087
"148","2017","SVM",4.02210641338152
"149","2017","SVM",4.01193578212995
"150","2017","SVM",4.99058586198201
"151","2017","Random",7.77002605698916
"152","2017","Random",3.8968647558208
"153","2017","Random",4.09439354459107
"154","2017","Random",3.27258972850298
"155","2017","Random",5.87072371186013
"156","2017","Random",3.13473985038245
"157","2017","Random",7.77078255022275
"158","2017","Random",6.69647810372363
"159","2017","Random",3.26973186517609
"160","2017","Random",8.58485332436749
"161","2017","Random",5.94528032277045
"162","2017","Random",7.849121627301
"163","2017","Random",4.25132386315878
"164","2017","Random",3.69362024039674
"165","2016","SVM",2.39464270133496
"166","2016","SVM",2.39464270133496
"167","2016","SVM",2.39464270133496
"168","2016","SVM",2.39464270133496
"169","2016","SVM",2.39464270133496
"170","2016","SVM",2.39464270133496
"171","2016","SVM",3.25678387575255
"172","2016","SVM",2.39464270133496
"173","2016","SVM",2.39464270133496
"174","2016","SVM",2.39464270133496
"175","2016","SVM",3.38015879940668
"176","2016","SVM",2.39464270133496
"177","2016","SVM",3.38085681877672
"178","2016","SVM",3.77253293778902
"179","2016","SVM",3.32763284181136
"180","2016","SVM",2.39464270133496
"181","2016","SVM",4.22022511124684
"182","2016","SVM",3.38251461478056
"183","2016","Random",4.10252159497426
"184","2016","Random",3.39028008027223
"185","2016","Random",2.39464270133496
"186","2016","Random",3.77253293778902
"187","2016","Random",2.39464270133496
"188","2016","Random",2.39464270133496
"189","2016","Random",3.77253293778902
"190","2016","Random",7.95489049821133
"191","2016","Random",3.77253293778902
"192","2016","Random",2.39464270133496
"193","2016","Random",2.39464270133496
"194","2016","Random",11.7770700636943
"195","2016","Random",2.39464270133496
"196","2016","Random",10.7923392374138
"197","2016","Random",2.28767123287671
"198","2016","Random",6.8800279207748
"199","2016","Random",3.11735450658756
"200","2016","Random",6.58214815461129
